NAME,DATE,TAVG
"JFK INTERNATIONAL AIRPORT, NY US",12/8/2022,53
"JFK INTERNATIONAL AIRPORT, NY US",12/9/2022,42
"JFK INTERNATIONAL AIRPORT, NY US",12/10/2022,36
"JFK INTERNATIONAL AIRPORT, NY US",12/11/2022,38
"JFK INTERNATIONAL AIRPORT, NY US",12/12/2022,36
"JFK INTERNATIONAL AIRPORT, NY US",12/13/2022,32
"JFK INTERNATIONAL AIRPORT, NY US",12/14/2022,34
"JFK INTERNATIONAL AIRPORT, NY US",12/15/2022,36
"JFK INTERNATIONAL AIRPORT, NY US",12/16/2022,43
"JFK INTERNATIONAL AIRPORT, NY US",12/17/2022,40
"JFK INTERNATIONAL AIRPORT, NY US",12/18/2022,37
"JFK INTERNATIONAL AIRPORT, NY US",12/19/2022,34
"JFK INTERNATIONAL AIRPORT, NY US",12/20/2022,35
"JFK INTERNATIONAL AIRPORT, NY US",12/21/2022,32
"JFK INTERNATIONAL AIRPORT, NY US",12/22/2022,37
"JFK INTERNATIONAL AIRPORT, NY US",12/23/2022,45
"JFK INTERNATIONAL AIRPORT, NY US",12/24/2022,11
"JFK INTERNATIONAL AIRPORT, NY US",12/25/2022,20
"JFK INTERNATIONAL AIRPORT, NY US",12/26/2022,23
"JFK INTERNATIONAL AIRPORT, NY US",12/27/2022,30
"JFK INTERNATIONAL AIRPORT, NY US",12/28/2022,36
"JFK INTERNATIONAL AIRPORT, NY US",12/29/2022,39
"JFK INTERNATIONAL AIRPORT, NY US",12/30/2022,42
"JFK INTERNATIONAL AIRPORT, NY US",12/31/2022,46
"JFK INTERNATIONAL AIRPORT, NY US",1/1/2023,50
"JFK INTERNATIONAL AIRPORT, NY US",1/2/2023,46
"JFK INTERNATIONAL AIRPORT, NY US",1/3/2023,48
"JFK INTERNATIONAL AIRPORT, NY US",1/4/2023,51
"JFK INTERNATIONAL AIRPORT, NY US",1/5/2023,49
"JFK INTERNATIONAL AIRPORT, NY US",1/6/2023,44
"JFK INTERNATIONAL AIRPORT, NY US",1/7/2023,41
"JFK INTERNATIONAL AIRPORT, NY US",1/8/2023,37
"JFK INTERNATIONAL AIRPORT, NY US",1/9/2023,40
"JFK INTERNATIONAL AIRPORT, NY US",1/10/2023,39
"JFK INTERNATIONAL AIRPORT, NY US",1/11/2023,38
"JFK INTERNATIONAL AIRPORT, NY US",1/12/2023,42
"JFK INTERNATIONAL AIRPORT, NY US",1/13/2023,49
"JFK INTERNATIONAL AIRPORT, NY US",1/14/2023,35
"JFK INTERNATIONAL AIRPORT, NY US",1/15/2023,33
"JFK INTERNATIONAL AIRPORT, NY US",1/16/2023,36
"JFK INTERNATIONAL AIRPORT, NY US",1/17/2023,
"JFK INTERNATIONAL AIRPORT, NY US",1/18/2023,
"JFK INTERNATIONAL AIRPORT, NY US",1/19/2023,
"JFK INTERNATIONAL AIRPORT, NY US",1/20/2023,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/1/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/2/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/3/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/4/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/5/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/6/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/7/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/8/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/9/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/10/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/11/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/12/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/13/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/14/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/15/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/16/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/17/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/18/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/19/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/20/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/21/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/22/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/23/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/24/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/25/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/26/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/27/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/28/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/29/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/30/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/31/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/1/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/2/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/3/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/4/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/5/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/6/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/7/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/8/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/9/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/10/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/11/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/12/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/13/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/14/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/15/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/16/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/17/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/18/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/19/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/20/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/21/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/22/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/23/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/24/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/25/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/26/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/27/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/28/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/1/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/2/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/3/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/4/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/5/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/6/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/7/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/8/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/9/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/10/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/11/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/12/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/13/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/14/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/15/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/16/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/17/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/18/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/19/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/20/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/21/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/22/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/23/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/24/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/25/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/26/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/27/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/28/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/29/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/30/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/31/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/1/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/2/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/3/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/4/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/5/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/6/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/7/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/8/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/9/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/10/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/11/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/12/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/13/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/14/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/15/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/16/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/17/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/18/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/19/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/20/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/21/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/22/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/23/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/24/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/25/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/26/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/27/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/28/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/29/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/30/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/1/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/2/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/3/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/4/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/5/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/6/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/7/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/8/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/9/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/10/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/11/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/12/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/13/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/14/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/15/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/16/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/17/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/18/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/19/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/20/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/21/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/22/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/23/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/24/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/25/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/26/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/27/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/28/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/29/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/30/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/31/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/1/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/2/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/3/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/4/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/5/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/6/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/7/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/8/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/9/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/10/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/11/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/12/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/13/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/14/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/15/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/16/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/17/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/18/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/19/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/20/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/21/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/22/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/23/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/24/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/25/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/26/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/27/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/28/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/29/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/30/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/1/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/2/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/3/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/4/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/5/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/6/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/7/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/8/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/9/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/10/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/11/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/12/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/13/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/14/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/15/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/16/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/17/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/18/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/19/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/20/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/21/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/22/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/23/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/24/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/25/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/26/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/27/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/28/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/29/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/30/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/31/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/1/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/2/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/3/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/4/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/5/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/6/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/7/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/8/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/9/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/10/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/11/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/12/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/13/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/14/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/15/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/16/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/17/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/18/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/19/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/20/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/21/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/22/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/23/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/24/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/25/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/26/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/27/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/28/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/29/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/30/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/31/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/1/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/2/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/3/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/4/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/5/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/6/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/7/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/8/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/9/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/10/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/11/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/12/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/13/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/14/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/15/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/16/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/17/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/18/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/19/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/20/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/21/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/22/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/23/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/24/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/25/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/26/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/27/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/28/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/29/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/30/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/1/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/2/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/3/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/4/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/5/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/6/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/7/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/8/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/9/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/10/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/11/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/12/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/13/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/14/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/15/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/16/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/17/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/18/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/19/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/20/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/21/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/22/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/23/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/24/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/25/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/26/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/27/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/28/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/29/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/30/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/31/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/1/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/2/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/3/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/4/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/5/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/6/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/7/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/8/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/9/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/10/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/11/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/12/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/13/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/14/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/15/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/16/2010,
"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/17/2010,
