"date","ws","wd","nox","no2","o3","pm10","so2","co","pm25"
1999-07-10 14:00:00,4.2,40,45,28,40,20,0.925,0.42,12
1999-07-10 15:00:00,4.32,40,56,33,38,19,1.2,0.565,10
1999-07-10 16:00:00,4.56,40,40,26,40,14,0.625,0.3,6
1999-07-10 17:00:00,4.68,30,41,26,38,19,0.8,0.3975,23
1999-07-10 18:00:00,5.28,40,36,25,37,17,0.45,0.375,8
1999-07-10 22:00:00,4.32,40,51,30,14,14,0.525,0.4675,11
1999-07-11 14:00:00,5.04,40,31,22,43,21,0.75,0.4675,18
1999-07-11 15:00:00,5.16,40,40,26,36,22,0.975,0.54,10
1999-07-11 16:00:00,5.28,30,42,26,33,25,1.1975,0.79,19
1999-07-11 17:00:00,5.28,20,36,23,35,26,1.1475,0.74,15
1999-07-11 18:00:00,4.8,20,32,22,34,21,0.8,0.54,14
1999-07-11 19:00:00,4.68,20,34,22,27,22,0.9,0.515,10
1999-07-11 20:00:00,4.44,20,35,22,25,22,0.825,0.445,18
1999-07-11 21:00:00,4.2,20,30,20,27,23,0.75,0.4,8
1999-07-11 22:00:00,4.08,10,31,21,26,22,0.75,0.375,19
1999-07-11 23:00:00,2.88,40,32,22,25,21,0.575,0.375,19
1999-07-12 00:00:00,3.24,30,22,17,29,20,0.6675,0.275,12
1999-07-12 01:00:00,2.76,30,14,12,32,18,0.3,0.06666667,10
1999-07-12 02:00:00,3,360,11,9,34,18,0.7566667,0.06666667,31
1999-07-12 04:00:00,3,20,21,14,28,20,0.05,0.175,21
1999-07-12 06:00:00,3.84,20,63,29,15,28,0.94,0.5675,15
1999-07-12 07:00:00,4.92,20,57,29,17,29,1.14,0.69,17
1999-07-12 08:00:00,5.04,20,59,29,19,35,1.29,0.665,31
1999-07-12 09:00:00,4.32,30,55,27,23,30,1.2375,0.5675,22
1999-07-12 10:00:00,4.68,10,55,27,25,32,1.04,0.565,23
1999-07-12 11:00:00,5.04,30,50,25,28,32,1.065,0.765,17
1999-07-12 12:00:00,5.04,30,53,29,28,33,1.115,0.59,33
1999-07-12 13:00:00,5.04,30,59,32,27,36,1.34,0.74,25
1999-07-12 14:00:00,4.32,40,70,35,26,34,1.6325,1.09,29
1999-07-12 15:00:00,4.08,40,80,37,26,32,1.7575,0.965,21
1999-07-12 16:00:00,4.2,40,61,32,26,29,1.5575,1.115,2
1999-07-12 17:00:00,4.08,40,66,31,21,29,1.7075,1.065,26
1999-07-12 18:00:00,3.6,40,62,30,19,27,1.56,1.065,21
1999-07-12 19:00:00,3.96,20,39,24,20,23,0.7675,0.4925,23
1999-07-12 21:00:00,3.84,40,31,20,20,19,0.4725,0.35,24
1999-07-12 23:00:00,2.52,10,41,22,13,17,0.765,0.35,12
1999-07-13 00:00:00,2.04,350,23,15,18,14,0.1725,0.1,11
1999-07-13 01:00:00,1.92,360,20,13,20,13,0,0,9
1999-07-13 02:00:00,1.8,330,30,14,20,14,0.7233334,0.03333334,18
1999-07-13 03:00:00,1.92,310,34,17,17,15,0.4675,0.1,11
1999-07-13 04:00:00,1.92,330,47,22,15,17,0.7875,0.2,16
1999-07-13 06:00:00,1.8,340,95,31,9,20,2.2175,0.715,16
1999-07-13 07:00:00,1.44,10,113,35,6,27,2.8325,0.99,11
1999-07-13 08:00:00,1.8,320,202,56,5,52,4.975,1.3825,29
1999-07-13 09:00:00,2.16,270,212,76,8,90,6.625,1.46,66
1999-07-13 10:00:00,2.4,260,232,81,9,195,11.92,1.93,79
1999-07-13 11:00:00,4.2,240,148,58,18,49,10.1475,1.51,41
1999-07-13 12:00:00,5.04,260,214,81,15,51,8.67,1.9775,16
1999-07-13 13:00:00,6.24,260,224,74,11,54,9.0375,1.93,36
1999-07-13 14:00:00,7.44,260,274,98,8,64,8.6175,3.165,55
1999-07-13 15:00:00,7.92,270,184,67,14,59,6.8475,2.0525,41
1999-07-13 16:00:00,6.12,290,189,59,13,50,10.6175,2.35,36
1999-07-13 17:00:00,8.76,280,207,73,10,41,9.655,3.2625,22
1999-07-13 18:00:00,8.04,260,279,69,7,49,10,3.76,13
1999-07-13 19:00:00,7.92,260,155,57,11,34,6.5025,2.965,13
1999-07-13 20:00:00,7.2,280,121,47,6,26,7.07,1.36,19
1999-07-13 21:00:00,7.2,270,144,41,3,24,6.7475,1.705,12
1999-07-13 22:00:00,6.24,270,138,44,2,22,6.1325,1.4075,19
1999-07-13 23:00:00,5.88,270,138,34,2,22,5,1.46,13
1999-07-14 00:00:00,4.68,260,91,21,3,18,1.2775,0.615,13
1999-07-14 01:00:00,5.16,250,67,22,4,14,0.1633333,0.1,7
1999-07-14 02:00:00,4.32,260,68,22,3,15,1.826667,0.06666667,14
1999-07-14 03:00:00,4.2,280,81,22,2,17,2.18,0.175,13
1999-07-14 04:00:00,4.44,280,104,26,2,15,1.3975,0.2,13
1999-07-14 06:00:00,5.4,270,188,27,3,29,5.0725,1.135,19
1999-07-14 07:00:00,5.64,280,201,41,5,36,3.6725,1.3325,15
1999-07-14 08:00:00,6.84,270,268,64,5,37,5.095,1.73,17
1999-07-14 09:00:00,6.84,280,195,53,6,46,3.8225,0.79,22
1999-07-14 10:00:00,7.8,260,236,72,5,66,8.425,1.78,38
1999-07-14 11:00:00,7.32,270,358,59,3,106,7.9375,2.325,35
1999-07-14 12:00:00,8.76,260,339,66,4,381,5.465,2.225,285
1999-07-14 13:00:00,9.6,260,375,103,4,88,6.9825,2.2275,31
1999-07-14 15:00:00,7.68,270,242,51,6,73,5.56,2.0275,34
1999-07-14 16:00:00,7.2,270,173,53,8,32,4.9,2.15,28
1999-07-14 17:00:00,7.44,260,272,58,6,34,6.125,2.8675,14
1999-07-14 18:00:00,6.48,250,360,53,3,36,8.305,4.1575,29
1999-07-14 19:00:00,6.36,250,384,71,2,37,8.5475,4.08,28
1999-07-14 20:00:00,4.92,240,277,54,1,41,6.2225,2.4975,29
1999-07-14 21:00:00,5.52,220,265,54,0,36,4.8025,2.1775,20
1999-07-14 22:00:00,5.04,220,261,48,1,36,4.6575,2.325,19
1999-07-14 23:00:00,3.84,240,263,34,1,36,4.6325,1.905,19
1999-07-15 00:00:00,3.36,260,151,31,1,28,1.095,0.52,15
1999-07-15 01:00:00,3.24,270,137,33,1,23,0.4233333,0.1333333,16
1999-07-15 02:00:00,3.12,240,122,33,2,22,0.55,0.06666667,8
1999-07-15 03:00:00,3,240,141,30,1,24,0.365,0.175,19
1999-07-15 04:00:00,2.64,210,166,28,1,26,0.8525,0.2225,21
1999-07-15 06:00:00,3.96,210,315,57,2,64,5.4075,1.505,25
1999-07-15 07:00:00,4.56,270,313,36,2,52,6.4825,2.375,21
1999-07-15 09:00:00,6.48,260,279,66,2,49,4.58,0.965,27
1999-07-15 10:00:00,8.52,270,354,71,4,47,5.6025,1.95,29
1999-07-15 11:00:00,8.639999,280,279,70,6,165,4.045,1.6075,32
1999-07-15 12:00:00,6.84,250,230,71,9,139,3.2425,1.1875,48
1999-07-15 13:00:00,7.56,290,171,46,13,44,3.0225,0.6675,13
1999-07-15 14:00:00,5.88,280,141,52,13,38,2.6775,0.6175,14
1999-07-15 15:00:00,6.36,270,201,80,11,32,3.2875,0.5425,11
1999-07-15 16:00:00,6.12,280,191,64,8,30,3.85,1.5075,16
1999-07-15 17:00:00,5.88,260,209,69,6,32,5.775,1.705,17
1999-07-15 18:00:00,6.6,270,247,50,4,37,6.1875,2.99,23
1999-07-15 19:00:00,7.32,260,246,58,3,40,5.3125,2.67,23
1999-07-15 20:00:00,6.36,270,164,44,3,38,3.1425,1.2125,14
1999-07-15 21:00:00,4.8,270,179,42,3,32,3.1675,1.4825,17
1999-07-15 22:00:00,3.36,260,209,49,1,35,3.9475,1.36,26
1999-07-15 23:00:00,4.08,250,221,40,1,36,4.145,1.4075,33
1999-07-16 00:00:00,4.32,250,191,40,2,31,2.9575,0.69,21
1999-07-16 01:00:00,4.2,260,149,36,4,26,1.193333,0.8266667,33
1999-07-16 02:00:00,4.68,250,135,36,4,24,0.6466666,0.2,38
1999-07-16 03:00:00,3.6,260,143,36,3,27,0.1475,0.225,35
1999-07-16 04:00:00,3.12,260,192,34,2,35,1.2125,0.3,39
1999-07-16 06:00:00,5.28,230,350,52,3,48,5.6925,1.68,25
1999-07-16 07:00:00,5.88,240,446,80,3,59,7.5125,3.5125,37
1999-07-16 08:00:00,7.8,260,301,62,3,51,5.4275,1.36,39
1999-07-16 10:00:00,7.2,240,403,98,3,81,7.075,1.855,30
1999-07-16 11:00:00,7.2,240,393,77,3,70,5.7425,2.3725,34
1999-07-16 12:00:00,6.72,240,415,85,3,59,6.5675,2.4975,40
1999-07-16 13:00:00,7.08,270,387,65,3,53,6.3975,2.82,29
1999-07-16 14:00:00,7.32,240,356,59,3,70,6.0825,3.0175,23
1999-07-16 15:00:00,7.32,240,326,52,3,77,5.5975,3.1625,29
1999-07-16 16:00:00,6.6,240,294,43,3,37,5.085,2.92,17
1999-07-16 17:00:00,6.12,230,347,64,3,34,6.1775,4.155,27
1999-07-16 18:00:00,5.88,220,249,38,3,36,4.1925,3.2625,41
1999-07-16 19:00:00,5.28,250,367,49,2,40,7.0025,4.155,31
1999-07-16 20:00:00,4.8,240,193,35,1,29,2.7875,1.8775,34
1999-07-16 21:00:00,4.8,230,231,35,2,30,3.44,1.855,27
1999-07-16 22:00:00,4.92,210,270,55,2,32,4.3625,2.3225,18
1999-07-16 23:00:00,5.16,220,255,28,2,32,4.845,2.275,20
1999-07-17 00:00:00,5.4,230,190,37,5,27,3.4225,1.1125,16
1999-07-17 01:00:00,4.56,220,180,35,6,24,3.343333,0.8566667,17
1999-07-17 02:00:00,4.56,240,186,32,6,25,3.053333,0.99,15
1999-07-17 03:00:00,5.28,240,145,29,4,22,1.5925,0.4725,14
1999-07-17 04:00:00,5.64,250,128,29,6,22,0.8175,0.2975,12
1999-07-17 06:00:00,3.72,270,135,33,7,22,2.075,0.5675,27
1999-07-17 07:00:00,5.76,260,263,40,6,29,3.9525,0.99,26
1999-07-17 09:00:00,4.08,240,249,54,9,38,4.53,2.055,40
1999-07-17 10:00:00,4.08,250,297,60,10,39,5.3025,2.5,25
1999-07-17 11:00:00,4.56,240,245,55,12,40,5.665,2.2525,38
1999-07-17 12:00:00,5.52,220,162,40,17,36,2.5775,1.1625,35
1999-07-17 14:00:00,6,250,150,57,19,30,1.7825,0.79,57
1999-07-17 15:00:00,5.76,260,148,44,18,28,1.6875,0.915,61
1999-07-24 12:00:00,3.48,290,145,60,30,38,0.995,1.385,20
1999-07-24 13:00:00,4.32,240,169,70,25,38,1.065,1.4325,24
1999-07-24 14:00:00,4.56,190,177,82,25,35,0.9525,1.26,26
1999-07-24 15:00:00,5.28,250,170,63,24,39,1.6675,1.5075,20
1999-07-24 16:00:00,5.4,230,211,79,18,41,3.1025,2.075,27
1999-07-24 17:00:00,6.72,250,196,60,13,35,2.27,2.13,29
1999-07-24 19:00:00,5.88,240,202,58,7,34,2.2925,2.1275,23
1999-07-24 20:00:00,4.92,220,212,54,5,33,2.9175,2.2025,25
1999-07-24 21:00:00,4.56,220,213,49,3,36,3.13,2.5725,25
1999-07-24 22:00:00,3.24,220,248,48,2,41,4.5875,2.845,26
1999-07-24 23:00:00,2.88,270,222,49,2,37,4.955,2.075,29
1999-07-25 00:00:00,2.4,270,226,53,2,34,7.2075,2.31,27
1999-07-25 01:00:00,2.52,0,221,57,2,34,8.446667,2.273333,25
1999-07-25 02:00:00,1.68,0,194,53,1,35,6.4975,1.83,26
1999-07-25 03:00:00,1.44,240,105,39,2,28,3.82,1.0125,26
1999-07-25 04:00:00,0.96,0,108,32,6,28,5.3875,0.94,22
1999-07-25 06:00:00,1.32,340,69,33,14,28,5.7125,0.765,19
1999-07-25 07:00:00,1.68,320,54,30,19,28,4.5825,0.615,22
1999-07-25 08:00:00,1.8,20,75,31,23,27,3.825,0.94,22
1999-07-25 09:00:00,2.16,20,70,38,32,26,3.18,0.99,20
1999-07-25 10:00:00,1.68,50,55,33,43,24,2.35,0.915,19
1999-07-25 11:00:00,1.92,40,80,43,39,28,3.5925,1.065,18
1999-07-25 12:00:00,2.04,60,69,42,43,28,2.6225,1.0125,22
1999-07-25 13:00:00,1.32,50,55,35,39,25,1.6575,0.74,21
1999-07-25 15:00:00,3.72,40,141,39,13,38,6.9125,2.25,20
1999-07-25 16:00:00,4.68,60,162,45,9,33,7.5775,2.1775,21
1999-07-25 17:00:00,6.48,40,147,48,9,24,4.215,2.005,17
1999-07-25 18:00:00,5.76,90,132,36,8,22,3.64,1.755,13
1999-07-25 20:00:00,6,110,67,29,12,20,1.9125,0.9875,13
1999-07-25 21:00:00,5.16,80,29,17,19,12,1.015,0.3725,12
1999-07-25 22:00:00,4.68,70,42,23,19,10,0.945,0.47,8
1999-07-25 23:00:00,5.04,70,16,11,26,10,0.1375,0.175,7
1999-07-26 00:00:00,4.44,70,11,8,26,14,0.205,0.1333333,5
1999-07-26 03:00:00,4.44,50,18,11,20,10,0.2025,0.175,5
1999-07-26 04:00:00,4.68,50,39,19,13,14,0.4825,0.25,5
1999-07-26 06:00:00,4.68,50,53,21,10,20,1.2125,0.5675,8
1999-07-26 07:00:00,4.68,50,61,24,11,27,1.33,0.54,9
1999-07-26 08:00:00,4.32,50,54,24,14,24,1.1225,0.47,10
1999-07-26 09:00:00,4.68,50,68,16,17,26,1.465,0.4925,10
1999-07-26 10:00:00,4.8,50,66,25,19,31,1.676667,0.6233333,11
1999-07-26 14:00:00,4.92,50,84,39,23,29,1.8775,0.6675,12
1999-07-26 15:00:00,5.04,40,80,33,24,24,1.88,0.715,11
1999-07-26 16:00:00,5.16,50,64,31,24,19,1.695,0.79,12
1999-07-26 18:00:00,5.28,50,48,22,21,20,1.0775,0.64,9
1999-07-26 19:00:00,4.92,50,34,20,23,13,0.6175,0.4225,7
1999-07-26 20:00:00,5.04,50,32,20,21,12,0.595,0.3225,7
1999-07-26 21:00:00,4.44,60,32,20,19,12,0.665,0.35,7
1999-07-26 22:00:00,4.32,40,31,18,19,22,0.595,0.375,7
1999-07-26 23:00:00,4.32,40,25,16,21,11,0.46,0.225,5
1999-07-27 00:00:00,3.84,50,16,11,25,10,0.18,0.15,5
1999-07-27 01:00:00,4.32,40,19,15,20,11,0.4566667,0.1333333,6
1999-07-27 02:00:00,4.56,40,17,13,23,26,0.7,0.03333334,6
1999-07-27 03:00:00,3.96,40,20,15,20,11,0.6175,0.125,6
1999-07-27 04:00:00,3.6,40,28,19,17,12,0.7075,0.2,6
1999-07-27 06:00:00,4.2,40,86,30,10,24,2.345,0.615,12
1999-07-27 07:00:00,5.16,50,57,25,17,30,1.57,0.565,12
1999-07-27 08:00:00,6,50,97,38,16,51,2.3675,0.74,15
1999-07-27 09:00:00,5.76,70,90,37,17,39,2.23,0.69,15
1999-07-27 10:00:00,5.88,60,130,39,16,47,3.3275,0.8375,19
1999-07-27 11:00:00,5.76,70,92,40,24,39,2.0275,0.765,14
1999-07-27 12:00:00,5.88,60,76,35,27,29,1.6625,0.715,12
1999-07-27 13:00:00,6.36,60,66,28,29,33,1.615,0.54,13
1999-07-27 14:00:00,5.88,50,90,43,26,35,2.255,0.865,16
1999-07-27 15:00:00,5.64,60,102,51,24,32,2.55,1.015,15
1999-07-27 16:00:00,5.88,70,133,65,22,28,3.0975,1.1875,13
1999-07-28 02:00:00,4.08,50,15,12,31,15,0.7233334,0.1,9
1999-07-28 06:00:00,3.84,50,81,32,12,32,1.9225,0.715,16
1999-07-28 10:00:00,4.44,80,88,32,23,36,2.6,1.16,21
1999-07-28 11:00:00,4.56,70,128,49,25,37,3.3725,1.21,9
1999-07-28 12:00:00,5.4,70,192,60,21,41,5.3425,1.56,18
1999-07-28 13:00:00,4.68,70,168,59,25,44,4.955,1.485,23
1999-07-28 14:00:00,5.28,70,134,55,26,40,4.2325,1.31,21
1999-07-28 15:00:00,4.8,80,140,60,26,37,4.165,1.73,19
1999-07-28 16:00:00,4.44,70,144,61,23,31,5.8175,1.68,17
1999-07-28 17:00:00,4.68,60,117,52,22,33,4.0975,1.88,22
1999-07-28 18:00:00,4.68,80,121,67,22,31,3.8475,1.41,19
1999-07-28 19:00:00,4.56,70,60,33,29,27,2.355,0.965,15
1999-07-28 20:00:00,4.08,60,52,29,24,30,1.9675,0.915,14
1999-07-28 21:00:00,4.2,70,62,31,21,23,1.97,0.9375,13
1999-07-28 22:00:00,4.32,70,47,26,20,20,1.4275,0.765,12
1999-07-28 23:00:00,4.08,60,28,17,23,17,0.9525,0.2975,9
1999-07-29 00:00:00,3.24,50,28,19,19,17,0.09,0.125,9
1999-07-29 01:00:00,3.6,50,23,17,22,16,0.51,0.075,9
1999-07-29 02:00:00,3.96,50,21,16,21,17,0.87,0.025,8
1999-07-29 03:00:00,3.6,50,22,16,21,17,0.7875,0.05,9
1999-07-29 04:00:00,3.84,40,23,15,21,20,0.495,0.075,12
1999-07-29 06:00:00,3.72,40,72,31,8,31,1.125,0.47,19
1999-07-29 08:00:00,3.6,50,101,36,9,50,2.7225,0.865,27
1999-07-29 09:00:00,3.24,40,71,31,18,41,2.34,0.5175,23
1999-07-29 10:00:00,3,30,106,44,17,38,3.15,0.69,23
1999-07-29 11:00:00,3.6,50,102,45,25,37,4.185,0.815,22
1999-07-29 12:00:00,3.48,40,126,50,29,34,3.645,1.135,18
1999-07-29 13:00:00,3.84,60,154,63,30,42,6.84,1.3375,23
1999-07-29 14:00:00,5.28,100,157,71,32,65,6.48,1.1875,25
1999-07-29 15:00:00,6.72,110,168,65,29,53,6.4125,1.56,22
1999-07-29 16:00:00,6,100,160,89,30,48,6.1425,1.41,22
1999-07-29 17:00:00,5.52,120,169,67,30,42,8.28,2.3275,23
1999-07-29 18:00:00,5.64,110,130,54,28,36,6.57,1.805,16
1999-07-29 19:00:00,5.16,110,130,52,23,36,10.0125,1.4075,22
1999-07-29 20:00:00,4.32,110,216,76,8,44,10.17,1.78,29
1999-07-29 21:00:00,3.6,100,266,79,5,46,9.99,2.2775,31
1999-07-29 22:00:00,2.16,100,200,72,5,45,7.92,2.0525,28
1999-07-29 23:00:00,2.04,90,97,54,9,32,4.3875,0.84,20
1999-07-30 00:00:00,2.4,40,57,41,14,25,1.075,0.25,15
1999-07-30 01:00:00,2.04,30,54,40,12,24,0.24,0.25,15
1999-07-30 02:00:00,1.92,340,45,34,14,21,0.66,0.125,13
1999-07-30 03:00:00,1.92,350,37,29,15,20,0.8725,0.025,13
1999-07-30 04:00:00,1.92,350,45,30,14,20,0.425,0.075,14
1999-07-30 06:00:00,2.76,30,117,42,5,31,2.24,0.665,21
1999-07-30 07:00:00,3.6,40,101,43,7,37,2.1275,0.915,24
1999-07-30 08:00:00,3.48,60,87,39,13,41,2.55,0.615,26
1999-07-30 09:00:00,3.36,40,83,35,18,36,2.4175,0.495,22
1999-07-30 10:00:00,3.24,50,82,45,23,43,2.015,0.4925,24
1999-07-30 11:00:00,3.24,40,108,54,27,41,2.2375,0.84,24
1999-07-30 12:00:00,3.24,50,175,66,31,40,3.825,1.88,29
1999-07-30 13:00:00,2.4,110,170,86,44,41,3.51,1.4825,28
1999-07-30 14:00:00,2.16,70,211,92,30,56,6.8675,2.25,35
1999-07-30 15:00:00,2.16,60,204,81,32,65,9.9525,2.6475,36
1999-07-30 16:00:00,1.56,250,169,71,35,54,9.46,2.25,29
1999-07-30 17:00:00,2.28,280,208,93,26,60,8.345,2.9925,37
1999-07-30 18:00:00,5.16,240,204,80,23,47,7.18,2.3025,28
1999-07-30 19:00:00,3.72,140,119,73,30,49,6.15,1.6825,31
1999-07-30 20:00:00,3.24,160,163,77,20,59,14.0225,1.4825,36
1999-07-30 21:00:00,2.16,180,175,83,20,60,28.5625,1.485,44
1999-07-30 22:00:00,2.76,140,223,92,9,72,27.2425,2.1275,54
1999-07-30 23:00:00,2.16,100,135,80,7,59,19.505,1.335,45
1999-07-31 00:00:00,1.68,100,104,66,4,53,5.3375,0.665,40
1999-07-31 01:00:00,1.2,100,87,55,7,46,3.026667,0.3725,33
1999-07-31 02:00:00,1.56,70,75,49,6,41,2.546667,0.225,28
1999-07-31 03:00:00,1.68,10,75,50,7,38,2,0.075,26
1999-07-31 04:00:00,1.68,360,96,53,3,40,3.0225,0.2,28
1999-07-31 06:00:00,1.68,340,114,57,7,47,2.9775,0.25,31
1999-07-31 07:00:00,1.44,360,123,54,7,70,3.89,0.3475,35
1999-07-31 08:00:00,1.44,350,127,52,12,57,4.09,0.62,32
1999-07-31 09:00:00,1.68,30,115,51,17,47,4.1125,0.52,29
1999-07-31 10:00:00,1.56,300,110,63,26,50,6.1375,0.47,29
1999-07-31 11:00:00,2.4,160,183,97,25,59,9.3175,1.1375,36
1999-07-31 12:00:00,2.64,280,148,73,34,55,7.7575,1.21,34
1999-07-31 13:00:00,2.52,210,144,83,36,58,8.7125,1.1625,38
1999-07-31 14:00:00,3.48,180,171,69,28,68,2.69,1.1375,36
1999-07-31 15:00:00,5.64,270,93,58,38,43,1.29,0.6675,27
1999-07-31 16:00:00,7.44,90,236,84,18,35,2.78,1.6575,28
1999-07-31 18:00:00,4.68,140,192,86,21,43,4.6675,1.2375,30
1999-07-31 19:00:00,3.24,140,265,98,9,57,9.8925,2.125,39
1999-07-31 20:00:00,2.16,210,229,98,4,56,7.0275,1.83,43
1999-07-31 21:00:00,2.28,290,159,91,2,57,5.58,1.065,44
1999-07-31 22:00:00,1.68,20,189,92,2,65,6.87,1.43,51
1999-07-31 23:00:00,1.32,330,343,83,2,73,10.6275,3.1175,58
1999-08-01 00:00:00,1.56,10,176,74,1,66,7.45,1.065,52
1999-08-01 01:00:00,1.68,90,184,60,1,59,7.93,1.2825,47
1999-08-01 02:00:00,1.32,0,212,60,1,57,7.31,1.4325,46
1999-08-01 03:00:00,0.84,360,140,50,1,52,5.68,1.0625,43
1999-08-01 04:00:00,0.84,310,112,49,1,47,4.82,0.59,38
1999-08-01 06:00:00,1.44,330,116,54,3,54,6.475,0.4675,47
1999-08-01 07:00:00,1.68,360,122,61,6,57,7.5375,0.4925,48
1999-08-01 08:00:00,1.92,160,136,63,15,51,16.1775,0.57,41
1999-08-01 09:00:00,2.88,330,174,84,21,58,20.1775,1.0875,46
1999-08-01 10:00:00,3.36,110,128,64,35,49,10.85,0.7925,30
1999-08-01 11:00:00,3.84,140,133,67,38,44,7.205,0.965,30
1999-08-01 12:00:00,3.96,120,107,63,47,39,2.675,1.235,23
1999-08-01 13:00:00,4.92,150,79,48,49,34,1.0375,0.6425,21
1999-08-01 14:00:00,6.84,180,71,48,52,34,0.355,0.2725,22
1999-08-01 15:00:00,7.44,120,94,53,47,32,0.64,0.3475,21
1999-08-01 16:00:00,6.6,160,149,67,38,35,2.1,1.0625,25
1999-08-01 17:00:00,5.52,180,101,64,45,38,1.1075,0.865,24
1999-08-01 18:00:00,4.8,190,105,63,37,32,1.1025,0.6175,21
1999-08-01 19:00:00,3.72,190,81,51,42,33,0.51,0.445,23
1999-08-01 20:00:00,2.76,160,75,53,32,31,0.2225,0.375,22
1999-08-01 21:00:00,1.92,150,93,59,23,33,0.42,0.495,25
1999-08-01 22:00:00,1.2,360,175,68,11,39,3.27,1.185,31
1999-08-01 23:00:00,1.56,330,146,75,2,48,3.98,0.965,34
1999-08-02 00:00:00,1.2,350,96,71,8,53,3.9125,0.3975,39
1999-08-02 01:00:00,2.76,360,83,64,12,47,5.74,0.15,37
1999-08-02 02:00:00,1.92,350,81,66,9,48,7.056667,0.075,39
1999-08-02 03:00:00,1.92,360,73,60,11,49,5.3175,0.1,40
1999-08-02 04:00:00,2.64,360,89,56,14,54,5.4925,0.05,46
1999-08-02 06:00:00,2.04,60,198,71,6,66,8.8975,1.09,55
1999-08-02 07:00:00,2.28,60,241,75,5,70,11.7975,1.7075,55
1999-08-02 08:00:00,3.36,60,307,108,5,81,14.19,2.0275,61
1999-08-02 09:00:00,4.68,120,305,100,3,104,14.255,1.51,55
1999-08-02 10:00:00,4.44,130,170,80,12,80,5.7125,0.84,43
1999-08-02 11:00:00,5.28,130,205,93,17,69,3.735,0.6175,31
1999-08-02 12:00:00,5.64,140,122,70,30,127,2.305,0.565,42
1999-08-02 13:00:00,5.52,140,109,56,31,43,1.405,0.3,26
1999-08-02 14:00:00,5.52,140,123,72,35,47,1.4725,0.47,25
1999-08-02 15:00:00,6.24,180,137,72,39,45,1.78,0.965,26
1999-08-02 16:00:00,6.48,170,221,86,24,51,14.85,2.525,25
1999-08-02 17:00:00,6.24,170,299,96,9,68,20.3225,3.2875,42
1999-08-02 18:00:00,5.28,180,275,89,10,60,17.31,2.2975,38
1999-08-02 19:00:00,7.08,180,238,109,11,65,21.6175,1.7575,41
1999-08-02 20:00:00,5.52,250,243,76,9,65,5.8425,2.1775,43
1999-08-02 21:00:00,3.48,260,181,66,6,47,3.515,1.485,34
1999-08-02 22:00:00,2.04,310,96,51,9,26,1.1875,0.4925,19
1999-08-02 23:00:00,1.68,280,81,47,8,21,0.3525,0.15,18
1999-08-03 00:00:00,1.68,360,53,38,16,15,0.195,0.175,13
1999-08-03 01:00:00,1.44,340,61,40,16,17,0.29,0.175,14
1999-08-03 02:00:00,3,270,56,37,15,18,0.55,0.075,15
1999-08-03 03:00:00,2.76,270,94,44,10,22,1.2675,0.3225,19
1999-08-03 04:00:00,1.68,310,107,43,7,28,2.1625,0.52,23
1999-08-03 06:00:00,1.2,290,302,57,2,51,8.405,2.275,38
1999-08-03 07:00:00,1.56,260,399,93,2,66,7.9275,3.365,39
1999-08-03 08:00:00,1.92,270,209,82,3,48,4.37,1.705,34
1999-08-03 09:00:00,2.16,270,408,115,4,58,8.0775,2.845,43
1999-08-03 10:00:00,2.88,240,416,84,6,61,8.6875,3.5625,42
1999-08-03 11:00:00,1.8,180,450,122,5,59,8.6225,3.4625,3
1999-08-03 12:00:00,2.4,200,491,102,5,63,10.37,4.2525,41
1999-08-03 13:00:00,2.64,150,324,99,9,59,6.395,2.9175,21
1999-08-03 14:00:00,2.64,240,317,82,11,53,5.9175,2.745,19
1999-08-03 15:00:00,3.24,180,393,88,9,58,8.735,3.8575,21
1999-08-03 16:00:00,3.24,120,372,96,9,47,8.19,4.945,17
1999-08-03 17:00:00,3.96,270,367,76,5,41,8.7325,5.6875,16
1999-08-03 18:00:00,4.2,190,313,67,3,43,8.3825,4.005,18
1999-08-03 19:00:00,6.12,220,259,63,3,33,7.1425,2.7975,15
1999-08-03 20:00:00,4.32,220,241,59,2,27,6.11,2.3025,10
1999-08-03 21:00:00,4.44,210,259,46,1,26,6.2025,2.08,12
1999-08-03 22:00:00,3.36,200,230,47,1,28,5.72,2.1275,13
1999-08-03 23:00:00,2.76,220,243,49,1,28,6.245,2.03,12
1999-08-04 00:00:00,2.28,220,167,38,1,22,4.275,0.965,9
1999-08-04 01:00:00,1.68,230,140,38,0,20,3.3,0.69,9
1999-08-04 02:00:00,2.04,210,139,39,1,22,3.733333,0.59,7
1999-08-04 03:00:00,1.2,220,118,36,1,20,2.56,0.42,6
1999-08-04 04:00:00,2.28,220,197,34,1,25,4.0175,0.99,9
1999-08-04 06:00:00,1.56,130,299,58,2,50,7.185,2.1775,29
1999-08-04 07:00:00,2.16,150,199,57,2,47,5.99,1.385,25
1999-08-04 11:00:00,2.28,200,292,74,9,56,5.535,2.3975,23
1999-08-04 12:00:00,3.72,170,253,57,10,49,5.1,1.805,19
1999-08-04 13:00:00,4.2,140,230,79,10,56,5.2075,1.8325,25
1999-08-04 14:00:00,4.68,140,242,64,10,77,5.425,2.2775,21
1999-08-04 15:00:00,4.8,140,306,70,7,80,10.7625,2.275,29
1999-08-04 16:00:00,6.24,120,152,69,9,60,20.575,1.655,18
